course_code_section,faculty_name,schedule,room,available_seats
ENG103.46,TBA,RA 04:20 PM - 05:50 PM,NAC213,40
ENG103.47,DBs,RA 04:20 PM - 05:50 PM,NAC515,40
ENG103.48,SSA2,MW 04:20 PM - 05:50 PM,NAC509,40
ENG103.49,MHn,ST 11:20 AM - 12:50 PM,NAC311,40
ENG103.50,TBA,RA 01:00 PM - 02:30 PM,NAC413,40
ENG103.51,MIU,ST 08:00 AM - 09:30 AM,NAC301,40
ENG103.52,SuT,ST 04:20 PM - 05:50 PM,NAC301,40
ENG103.53,TBA,RA 04:20 PM - 05:50 PM,NAC415,40
ENG103.54,TBA,RA 08:00 AM - 09:30 AM,NAC415,40
ENG103.55,RNS,MW 02:40 PM - 04:10 PM,NAC415,40
ENG103.56,TBA,RA 01:00 PM - 02:30 PM,NAC620,40
ENG103.57,KSS,ST 01:00 PM - 02:30 PM,NAC620,40
ENG103.58,LMh,ST 04:20 PM - 05:50 PM,NAC620,40
ENG103.62,TBA,ST 09:40 AM - 11:10 AM,NAC415,40
ENG105.1,TBA,RA 08:00 AM - 09:30 AM,NAC211,40
ENG105.2,FTN,ST 08:00 AM - 09:30 AM,NAC213,40
ENG105.3,Ndm,ST 09:40 AM - 11:10 AM,NAC213,40
ENG105.4,NnR,ST 11:20 AM - 12:50 PM,NAC990,40
ENG105.5,Szi,ST 02:40 PM - 04:10 PM,NAC302,40
ENG105.6,FTN,MW 08:00 AM - 09:30 AM,NAC211,40
ENG105.7,HMe,MW 08:00 AM - 09:30 AM,NAC314,40
ENG105.9,SRO,MW 11:20 AM - 12:50 PM,NAC313,40
ENG105.10,FHs,MW 11:20 AM - 12:50 PM,NAC415,40
ENG105.11,NnR,MW 11:20 AM - 12:50 PM,NAC990,40
ENG105.12,FHs,MW 01:00 PM - 02:30 PM,NAC211,40
ENG105.13,AtB,MW 01:00 PM - 02:30 PM,NAC313,40
ENG105.14,ShC,MW 01:00 PM - 02:30 PM,NAC515,40
ENG105.15,SRO,MW 02:40 PM - 04:10 PM,NAC313,40
ENG105.16,PMZ,MW 02:40 PM - 04:10 PM,NAC509,40
ENG105.17,SOU,MW 04:20 PM - 05:50 PM,NAC211,40
ENG105.18,NSL,RA 08:00 AM - 09:30 AM,NAC313,40
ENG105.19,NSJ,RA 08:00 AM - 09:30 AM,NAC990,40
ENG105.20,MHY,RA 09:40 AM - 11:10 AM,NAC214,40
ENG105.21,NSJ,RA 09:40 AM - 11:10 AM,NAC621,40
ENG105.22,SHq,RA 11:20 AM - 12:50 PM,NAC514,40
ENG105.23,MHY,RA 01:00 PM - 02:30 PM,NAC211,40
ENG105.24,STSd,RA 01:00 PM - 02:30 PM,NAC313,40
ENG105.25,SHq,RA 01:00 PM - 02:30 PM,NAC514,40
ENG105.26,MZ,RA 04:20 PM - 05:50 PM,NAC313,40
ENG105.27,Ndm,ST 08:00 AM - 09:30 AM,NAC407,40
ENG105.30,SZI,MW 09:40 AM - 11:10 AM,NAC215,40
ENG105.31,ZNP,MW 04:20 PM - 05:50 PM,NAC415,40
ENG105.32,SOU,RA 08:00 AM - 09:30 AM,NAC414,40
ENG111.1,TBSI,ST 08:00 AM - 09:30 AM,NAC211,40
ENG111.2,TAA,ST 08:00 AM - 09:30 AM,NAC214,40
ENG111.3,MaNa,ST 08:00 AM - 09:30 AM,NAC313,40
ENG111.4,MNK,ST 11:20 AM - 12:50 PM,NAC314,40
ENG111.5,TAA,ST 01:00 PM - 02:30 PM,NAC211,40
ENG111.6,LMh,ST 02:40 PM - 04:10 PM,NAC408,40
ENG111.7,NCA,ST 04:20 PM - 05:50 PM,NAC408,40
ENG111.8,MaNa,MW 08:00 AM - 09:30 AM,NAC214,40
ENG111.9,NSj,MW 08:00 AM - 09:30 AM,NAC408,40
ENG111.10,TBSI,MW 08:00 AM - 09:30 AM,NAC415,40
ENG111.11,MNK,MW 09:40 AM - 11:10 AM,NAC213,40
ENG111.12,SDMA,MW 09:40 AM - 11:10 AM,NAC311,40
ENG111.13,NSj,MW 09:40 AM - 11:10 AM,NAC408,40
ENG111.14,SZn,MW 11:20 AM - 12:50 PM,NAC514,40
ENG111.15,KSS,MW 01:00 PM - 02:30 PM,NAC415,40
ENG111.16,SZn,MW 01:00 PM - 02:30 PM,NAC514,40
ENG111.17,ShC,MW 02:40 PM - 04:10 PM,NAC515,40
ENG111.18,FzM,MW 04:20 PM - 05:50 PM,NAC313,40
ENG111.19,LMh,MW 04:20 PM - 05:50 PM,NAC301,40
ENG111.20,SDMA,MW 08:00 AM - 09:30 AM,NAC215,40
ENG115.1,HSh,ST 08:00 AM - 09:30 AM,NAC515,40
ENG115.2,AtB,ST 09:40 AM - 11:10 AM,NAC214,40
ENG115.3,SDMA,ST 11:20 AM - 12:50 PM,NAC211,40
ENG115.4,FTN,ST 11:20 AM - 12:50 PM,NAC213,40
ENG115.5,ShC,ST 01:00 PM - 02:30 PM,NAC307,40
ENG115.6,MHn,MW 01:00 PM - 02:30 PM,NAC302,40
ENG115.7,NCA,MW 04:20 PM - 05:50 PM,NAC302,40
ENG115.8,AtB,MW 09:40 AM - 11:10 AM,NAC216,40
ENG210.1,SNu,ST 01:00 PM - 02:30 PM,NAC515,40
ENG210.2,HMe,ST 08:00 AM - 09:30 AM,NAC314,40
ENG210.3,PMZ,MW 11:20 AM - 12:50 PM,NAC314,40
ENG216.1,SHq,RA 09:40 AM - 11:10 AM,NAC415,40
ENG216.2,KHU,MW 04:20 PM - 05:50 PM,NAC515,40
ENG220.1,MHn,MW 02:40 PM - 04:10 PM,NAC302,40
ENG220.2,HSh,ST 09:40 AM - 11:10 AM,NAC515,40
ENG220.3,FTN,MW 11:20 AM - 12:50 PM,NAC214,40
ENG230.1,HSh,MW 09:40 AM - 11:10 AM,NAC515,40
ENG230.2,ShC,ST 02:40 PM - 04:10 PM,NAC515,40
ENG230.3,KHU,ST 04:20 PM - 05:50 PM,NAC515,40
ENG307.1,SPn,MW 01:00 PM - 02:30 PM,NAC408,40
ENG307.2,PMZ,ST 01:00 PM - 02:30 PM,NAC214,40
ENG312.1,HMe,ST 09:40 AM - 11:10 AM,NAC314,40
ENG312.2,HMe,MW 09:40 AM - 11:10 AM,NAC314,40
ENG337/ENG466.1,SPn,ST 01:00 PM - 02:30 PM,NAC408,40
ENG341.1,SlQ,MW 02:40 PM - 04:10 PM,NAC514,40
ENG346.1,AQB,ST 09:40 AM - 11:10 AM,NAC514,40
ENG371.1,SNu,MW 11:20 AM - 12:50 PM,NAC601,40
ENG381.1,SNu,ST 11:20 AM - 12:50 PM,NAC515,40
ENG401.1,MSz2,MW 02:40 PM - 04:10 PM,NAC408,40
ENG417.1,PMZ,ST 04:20 PM - 05:50 PM,NAC302,40
ENG429.1,TBA,TBA,TBA,45
ENG431.1,AQB,ST 11:20 AM - 12:50 PM,NAC514,40
ENG446.1,NM,TBA,TBA,45
ENG458.1,NM,MW 01:00 PM - 02:30 PM,NAC990,40
ENG481.1,MaNa,MW 01:00 PM - 02:30 PM,NAC214,40
ENG501.1,SRO,A 06:00 PM - 09:10 PM,NAC501,40
ENG511.1,AQB,S 06:00 PM - 09:10 PM,NAC501,40
ENG522.1,AQB,S 06:00 PM - 09:10 PM,NAC503,40
ENG525.1,Szi,T 06:00 PM - 09:10 PM,NAC503,40
ENG552.1,SPn,W 06:00 PM - 09:10 PM,NAC503,40
ENG555.1,SPn,S 06:00 PM - 09:10 PM,NAC504,40
ENG557.1,SPn,M 06:00 PM - 09:10 PM,NAC504,40
ENG570.1,TBA,W 06:00 PM - 09:10 PM,NAC504,40
ENG573.1,SNu,M 06:00 PM - 09:10 PM,NAC992,40
ENG574.1,TBA,S 06:00 PM - 09:10 PM,NAC505,40
ENG576.1,MSz2,T 06:00 PM - 09:10 PM,NAC505,40
ENG581.1,TBA,W 06:00 PM - 09:10 PM,NAC505,40
ENG602.1,AQB,M 06:00 PM - 09:10 PM,NAC505,40
ENG604.1,NM,W 06:00 PM - 09:10 PM,NAC993,40
ENG606.1,TBA,TBA,TBA,45
ENG613.1,SLI,T 06:00 PM - 09:10 PM,NAC502,40
ENG618.1,TBA,TBA,TBA,45
ENG632.1,MSZ2,S 06:00 PM - 09:10 PM,NAC514,40
ENG637.1,TBA,TBA,TBA,45
ENV102.1,KNr,ST 01:00 PM - 02:30 PM,SAC312,40
ENV102.2,KNr,MW 01:00 PM - 02:30 PM,SAC312,40
ENV102.3,KYH,ST 01:00 PM - 02:30 PM,SAC314,40
ENV102.4,KYH,MW 04:20 PM - 05:50 PM,SAC304,40
ENV107.1,KNr,MW 09:40 AM - 11:10 AM,SAC312,40
ENV107.2,NAKN,ST 08:00 AM - 09:30 AM,SAC314,40
ENV107.3,NAKN,MW 02:40 PM - 04:10 PM,SAC312,40
ENV107.4,Mdo,ST 09:40 AM - 11:10 AM,SAC314,0
ENV107.5,Mdo,ST 11:20 AM - 12:50 PM,SAC314,0
ENV107.6,Mdo,MW 09:40 AM - 11:10 AM,SAC314,40
ENV107.7,Mdo,MW 11:20 AM - 12:50 PM,SAC309,40
ENV107.8,Mdo,MW 02:40 PM - 04:10 PM,SAC305,40
ENV107.9,HmK1,RA 09:40 AM - 11:10 AM,SAC305,40
ENV107.10,HmK1,RA 04:20 PM - 05:50 PM,SAC305,40
ENV107.11,LIZN,ST 04:20 PM - 05:50 PM,SAC306,0
ENV107.12,RMKN,ST 09:40 AM - 11:10 AM,SAC306,0
ENV107.13,RMKN,ST 11:20 AM - 12:50 PM,SAC309,0
ENV107.14,RMKN,ST 02:40 PM - 04:10 PM,SAC309,40
ENV107.15,RMKN,MW 01:00 PM - 02:30 PM,SAC309,40
ENV107.16,RMKN,MW 04:20 PM - 05:50 PM,NAC311,60
ENV107.17,YKB,ST 08:00 AM - 09:30 AM,SAC305,40
ENV107.18,YKB,MW 08:00 AM - 09:30 AM,SAC314,40
ENV107.19,EAA,ST 01:00 PM - 02:30 PM,SAC305,0
ENV107.20,EAA,ST 02:40 PM - 04:10 PM,SAC513,0
ENV107.21,EAA,MW 09:40 AM - 11:10 AM,SAC513,0
ENV107.22,EAA,MW 11:20 AM - 12:50 PM,SAC513,0
ENV107.23,EAA,MW 02:40 PM - 04:10 PM,SAC513,0
ENV107.24,KYH,ST 09:40 AM - 11:10 AM,NAC311,60
ENV107.25,KYH,MW 08:00 AM - 09:30 AM,SAC306,40
ENV107.26,RzR,MW 11:20 AM - 12:50 PM,SAC306,0
ENV107.27,RzR,MW 01:00 PM - 02:30 PM,SAC306,0
ENV107.28,ARK,RA 09:40 AM - 11:10 AM,SAC314,0
ENV107.29,ARK,RA 11:20 AM - 12:50 PM,SAC314,0
ENV107.30,ARK,RA 02:40 PM - 04:10 PM,SAC314,0
ENV107.31,MpR,RA 11:20 AM - 12:50 PM,SAC305,0
ENV107.32,AfI2,MW 04:20 PM - 05:50 PM,SAC314,40
ENV107.33,SNQ,MW 01:00 PM - 02:30 PM,SAC314,0
ENV107.34,SNQ,MW 02:40 PM - 04:10 PM,NAC311,60
ENV107.35,MdMR,RA 02:40 PM - 04:10 PM,SAC306,0
ENV107.36,MdMR,RA 04:20 PM - 05:50 PM,SAC306,40
ENV107.37,MRKn,RA 02:40 PM - 04:10 PM,SAC312,0
ENV107.38,MRKn,RA 04:20 PM - 05:50 PM,SAC312,40
ENV107.39,KAI,RA 08:00 AM - 09:30 AM,SAC314,40
ENV107.40,TMI,RA 09:40 AM - 11:10 AM,OAT601,60
ENV107.41,TMI,RA 11:20 AM - 12:50 PM,OAT601,60
ENV107.42,SSm1,ST 04:20 PM - 05:50 PM,SAC309,40
ENV107.43,SMq,RA 02:40 PM - 04:10 PM,OAT601,60
ENV107L.1,YKB,ST 01:00 PM - 02:30 PM,SAC726,0
ENV107L.2,YKB,ST 02:40 PM - 04:10 PM,SAC726,0
ENV107L.3,YKB,ST 04:20 PM - 05:50 PM,SAC726,0
ENV107L.4,AfI2,MW 08:00 AM - 09:30 AM,SAC726,0
ENV107L.5,AfI2,MW 09:40 AM - 11:10 AM,SAC726,0
ENV107L.6,AfI2,MW 11:20 AM - 12:50 PM,SAC726,0
ENV107L.7,AfI2,MW 08:00 AM - 09:30 AM,SAC726_V,0
ENV107L.8,AfI2,MW 09:40 AM - 11:10 AM,SAC726_V,0
ENV107L.9,AfI2,MW 11:20 AM - 12:50 PM,SAC726_V,0
ENV107L.10,YKB,ST 01:00 PM - 02:30 PM,SAC726_V,0
ENV107L.11,YKB,ST 02:40 PM - 04:10 PM,SAC726_V,0
ENV107L.12,YKB,ST 04:20 PM - 05:50 PM,SAC726_V,0
ENV107L.13,ASA2,RA 08:00 AM - 09:30 AM,SAC726,0
ENV107L.14,ASA2,RA 09:40 AM - 11:10 AM,SAC726,0
ENV107L.15,ASA2,RA 11:20 AM - 12:50 PM,SAC726,15
ENV107L.16,ASA2,RA 08:00 AM - 09:30 AM,SAC726_V,15
ENV107L.17,ASA2,RA 09:40 AM - 11:10 AM,SAC726_V,15
ENV107L.18,ASA2,RA 11:20 AM - 12:50 PM,SAC726_V,15
ENV107L.19,ASA2,RA 08:00 AM - 09:30 AM,SAC726_V1,15
ENV107L.20,ASA2,RA 09:40 AM - 11:10 AM,SAC726_V1,15
ENV107L.21,ASA2,RA 11:20 AM - 12:50 PM,SAC726_V1,15
ENV107L.22,KBs,MW 01:00 PM - 02:30 PM,SAC726,15
ENV107L.23,KBs,MW 02:40 PM - 04:10 PM,SAC726,15
ENV107L.24,KBs,MW 04:20 PM - 05:50 PM,SAC726,15
ENV107L.25,KBs,MW 01:00 PM - 02:30 PM,SAC726_V,15
ENV107L.26,KBs,MW 02:40 PM - 04:10 PM,SAC726_V,15
ENV107L.27,KBs,MW 04:20 PM - 05:50 PM,SAC726_V,15
ENV107L.28,KBs,MW 01:00 PM - 02:30 PM,SAC726_V1,15
ENV107L.29,KBs,MW 02:40 PM - 04:10 PM,SAC726_V1,15
ENV107L.30,KBs,MW 04:20 PM - 05:50 PM,SAC726_V1,35
ENV107L.31,SSm1,ST 08:00 AM - 09:30 AM,SAC726,15
ENV107L.32,SSm1,ST 09:40 AM - 11:10 AM,SAC726,15
ENV107L.33,SSm1,ST 11:20 AM - 12:50 PM,SAC726,15
ENV107L.34,MNA3,RA 01:00 PM - 02:30 PM,SAC726_V,15
ENV107L.35,MNA3,RA 02:40 PM - 04:10 PM,SAC726_V,15
ENV107L.36,MNA3,RA 04:20 PM - 05:50 PM,SAC726_V,15
ENV107L.37,MNA3,RA 01:00 PM - 02:30 PM,SAC726_V1,15
ENV107L.38,MNA3,RA 02:40 PM - 04:10 PM,SAC726_V1,15
ENV107L.39,MNA3,RA 04:20 PM - 05:50 PM,SAC726_V1,15
ENV107L.40,AHMn,ST 08:00 AM - 09:30 AM,SAC726_V,15
ENV107L.41,AHMn,ST 09:40 AM - 11:10 AM,SAC726_V,15
ENV107L.42,AHMn,ST 11:20 AM - 12:50 PM,SAC726_V,15
ENV107L.43,AHMn,ST 08:00 AM - 09:30 AM,SAC726_V1,15
ENV107L.44,AHMn,ST 09:40 AM - 11:10 AM,SAC726_V1,15
ENV107L.45,AHMn,ST 11:20 AM - 12:50 PM,SAC726_V1,15
ENV172.1,MSSK,ST 02:40 PM - 04:10 PM,SAC314,40
ENV172.2,MSSK,MW 02:40 PM - 04:10 PM,SAC309,40
ENV203/GEO205.1,MpR,RA 01:00 PM - 02:30 PM,NAC311,60
ENV203/GEO205.2,JwR,RA 11:20 AM - 12:50 PM,SAC306,40
ENV203/GEO205.3,JwR,RA 02:40 PM - 04:10 PM,NAC618,40
ENV203/GEO205.4,RMr,RA 08:00 AM - 09:30 AM,SAC309,40
ENV203/GEO205.5,RMr,RA 09:40 AM - 11:10 AM,SAC309,40
ENV203/GEO205.6,NYA,RA 02:40 PM - 04:10 PM,SAC309,40
ENV203/GEO205.7,NYA,RA 04:20 PM - 05:50 PM,SAC314,40
ENV203/GEO205.8,Mzs,RA 09:40 AM - 11:10 AM,SAC306,40
ENV203/GEO205.9,Mzs,RA 01:00 PM - 02:30 PM,SAC305,40
ENV203/GEO205.10,Zru,RA 01:00 PM - 02:30 PM,SAC314,40
ENV203/GEO205.11,Zru,RA 04:20 PM - 05:50 PM,SAC309,40
ENV204.1,KNr,ST 09:40 AM - 11:10 AM,SAC312,40
ENV205.1,BKF,ST 11:20 AM - 12:50 PM,SAC305,40
ENV205.2,BKF,ST 02:40 PM - 04:10 PM,SAC305,0
ENV207.1,NAKN,ST 02:40 PM - 04:10 PM,SAC312,40
ENV207.2,NAKN,MW 11:20 AM - 12:50 PM,SAC312,0
ENV209.1,BKF,MW 11:20 AM - 12:50 PM,SAC305,40
ENV214.1,HmK1,RA 02:40 PM - 04:10 PM,SAC305,40
ENV215.1,KYH,ST 04:20 PM - 05:50 PM,SAC314,40
ENV215.2,KYH,MW 01:00 PM - 02:30 PM,SAC305,0
ENV260.1,MSSK,MW 04:20 PM - 05:50 PM,SAC305,40
ENV311.1,HmK1,MW 09:40 AM - 11:10 AM,SAC305,40
ENV311.2,HmK1,MW 02:40 PM - 04:10 PM,SAC306,40
ENV311.3,HmK1,MW 04:20 PM - 05:50 PM,SAC306,40
ENV315.1,MnT,RA 11:20 AM - 12:50 PM,SAC309,40
ENV316.1,Mdo,ST 02:40 PM - 04:10 PM,SAC724,40
ENV373.1,Jky,MW 02:40 PM - 04:10 PM,SAC314,40
ENV373.2,EAA,ST 09:40 AM - 11:10 AM,SAC309,40
ENV405.1,RMKN,MW 09:40 AM - 11:10 AM,SAC309,40
ENV409.1,TBA,RA 08:00 AM - 09:30 AM,SAC306,40
ENV421.1,SBn,MW 01:00 PM - 02:30 PM,NAC506,40
ENV436.1,NAKN,ST 11:20 AM - 12:50 PM,SAC312,40
ENV455.1,Sud,MW 11:20 AM - 12:50 PM,SAC314,40
ENV498.7,HmK1,TBA,TBA,0
ENV498.8,MSSK,TBA,TBA,0
ENV498.9,LIZN,TBA,TBA,0
ENV498.10,RMKN,TBA,TBA,0
ENV498.12,EAA,TBA,TBA,0
ENV499.2,BKF,TBA,TBA,0
ENV499.7,HmK1,TBA,TBA,0
ENV499.10,RMKN,TBA,TBA,0
ENV499.11,YKB,TBA,TBA,0
ENV499.12,EAA,TBA,TBA,0
ENV501.1,Sud,W 07:00 PM - 10:10 PM,SAC314,40
ENV502.1,ATMN,F 09:00 AM - 12:00 PM,SAC305,40
ENV602.1,ATMN,F 03:00 PM - 06:00 PM,SAC305,40
ENV606.1,Jky,M 07:00 PM - 10:10 PM,SAC314,40
ENV609.1,FHR,F 07:00 PM - 10:10 PM,SAC305,40
ENV627.1,SMq,A 07:00 PM - 10:10 PM,SAC314,40
ENV632.1,TBA,F 09:00 AM - 12:00 PM,SAC314,40
ENV635.1,KAL,S 07:00 PM - 10:10 PM,SAC314,40
ENV649.1,BKF,W 07:00 PM - 10:10 PM,SAC305,40
ENV652.1,Jky,T 07:00 PM - 10:10 PM,SAC314,40
ETE111L.6,TBA,R 02:40 PM - 05:50 PM,SAC504,40
ETE111L.7,TBA,A 02:40 PM - 05:50 PM,SAC504,40
ETE111L.11,TBA,A 11:20 AM - 02:30 PM,SAC504,40
EEE211L/ETE211L.1,TBA,R 11:20 AM - 02:30 PM,SAC801,40
EEE211L/ETE211L.2,TBA,R 02:40 PM - 05:50 PM,SAC801,40
EEE211L/ETE211L.3,TBA,T 08:00 AM - 11:10 AM,SAC507,40
EEE211L/ETE211L.4,TBA,R 08:00 AM - 11:10 AM,SAC507,40
EEE211L/ETE211L.5,TBA,A 08:00 AM - 11:10 AM,SAC507,40
EEE221L/ETE221L.1,TBA,M 11:20 AM - 02:30 PM,LIB607,40
EEE221L/ETE221L.2,TBA,W 11:20 AM - 02:30 PM,LIB607,40
EEE241L/ETE241L.1,TBA,W 02:40 PM - 05:50 PM,SAC506,40
EEE241L/ETE241L.2,TBA,T 08:00 AM - 11:10 AM,SAC506,40
EEE241L/ETE241L.3,TBA,W 08:00 AM - 11:10 AM,SAC506,40
EEE241L/ETE241L.5,TBA,R 02:40 PM - 05:50 PM,SAC506,40
EEE311L/ETE311L.1,TBA,M 08:00 AM - 11:10 AM,SAC504,40
EEE311L/ETE311L.2,TBA,W 08:00 AM - 11:10 AM,SAC504,40
EEE311L/ETE311L.4,TBA,S 02:40 PM - 05:50 PM,SAC504,40
EEE312L/ETE312L.1,TBA,R 02:40 PM - 05:50 PM,SAC501,40
EEE312L/ETE312L.2,TBA,W 11:20 AM - 02:30 PM,SAC501,40
EEE312L/ETE312L.3,TBA,W 08:00 AM - 11:10 AM,SAC501,40
EEE321L/ETE321L.1,TBA,R 02:40 PM - 05:50 PM,LIB607,40
EEE321L/ETE321L.2,TBA,A 02:40 PM - 05:50 PM,LIB607,40
EEE321L/ETE321L.3,TBA,M 02:40 PM - 05:50 PM,LIB607,40
CSE338L/CSE438L/EEE331L/ETE331L.1,TBA,R 11:20 AM - 02:30 PM,LIB610,40
EEE342L/ETE418L.1,TBA,S 02:40 PM - 05:50 PM,LIB607,40
EEE342L/ETE418L.2,TBA,W 02:40 PM - 05:50 PM,LIB607,40
ETH201.1,Ezk,ST 08:00 AM - 09:30 AM,NAC1078,40
ETH201.2,Ezk,MW 08:00 AM - 09:30 AM,NAC1078,40
FIN254.1,AhU,RA 01:00 PM - 02:30 PM,NAC206,40
FIN254.2,ARm,MW 01:00 PM - 02:30 PM,NAC206,40
FIN254.3,ARm,MW 04:20 PM - 05:50 PM,NAC206,40
FIN254.4,Asy,MW 01:00 PM - 02:30 PM,NAC309,40
FIN254.5,HHq1,MW 01:00 PM - 02:30 PM,NAC307,40
FIN254.6,HHq1,MW 11:20 AM - 12:50 PM,NAC307,40
FIN254.7,IAC,MW 11:20 AM - 12:50 PM,NAC411,40
FIN254.8,MdM,ST 11:20 AM - 12:50 PM,NAC307,40
FIN254.9,MRE,RA 02:40 PM - 04:10 PM,NAC309,40
FIN254.10,NNh,ST 09:40 AM - 11:10 AM,NAC309,40
FIN254.11,NNh,ST 11:20 AM - 12:50 PM,NAC310,40
FIN254.12,Rby,MW 11:20 AM - 12:50 PM,NAC309,40
FIN254.13,SnT,MW 08:00 AM - 09:30 AM,NAC510,40
FIN254.14,SnT,MW 09:40 AM - 11:10 AM,NAC413,40
FIN254.15,SnT,ST 11:20 AM - 12:50 PM,NAC508,40
FIN254.16,Sys,MW 01:00 PM - 02:30 PM,NAC510,40
FIN254.17,Sys,MW 02:40 PM - 04:10 PM,NAC411,40
FIN254.18,TNK,ST 04:20 PM - 05:50 PM,NAC510,40
FIN254.19,AAY,RA 02:40 PM - 04:10 PM,NAC206,40
FIN254.20,AAY,RA 04:20 PM - 05:50 PM,NAC206,40
FIN254.21,AZR,MW 04:20 PM - 05:50 PM,NAC309,40
FIN254.22,MOB,RA 08:00 AM - 09:30 AM,NAC410,40
FIN254.23,MSHo,RA 09:40 AM - 11:10 AM,NAC411,40
FIN254.24,MSHo,RA 11:20 AM - 12:50 PM,NAC411,40
FIN254.25,MSKN,RA 04:20 PM - 05:50 PM,NAC309,40
FIN254.26,SmG,ST 08:00 AM - 09:30 AM,NAC508,40
FIN410.1,HAS,ST 02:40 PM - 04:10 PM,NAC410,40
FIN410.2,HAS,ST 04:20 PM - 05:50 PM,NAC310,40
FIN410.3,MRE,MW 01:00 PM - 02:30 PM,NAC410,40
FIN410.4,MRE,MW 02:40 PM - 04:10 PM,NAC309,40
FIN410.5,TkS,MW 09:40 AM - 11:10 AM,NAC508,40
FIN410.6,AUL,RA 09:40 AM - 11:10 AM,NAC206,40
FIN433.1,Ahm,MW 08:00 AM - 09:30 AM,NAC206,40
FIN433.2,Ahm,MW 11:20 AM - 12:50 PM,NAC206,40
FIN433.3,ARm,ST 01:00 PM - 02:30 PM,NAC309,40
FIN433.4,HHq1,ST 02:40 PM - 04:10 PM,NAC618,40
FIN433.5,HHq1,ST 11:20 AM - 12:50 PM,NAC309,40
FIN433.6,Hmu,MW 08:00 AM - 09:30 AM,NAC310,40
FIN433.7,Hmu,MW 09:40 AM - 11:10 AM,NAC206,40
FIN433.8,SnT,ST 08:00 AM - 09:30 AM,NAC510,40
FIN435.1,Hmu,ST 08:00 AM - 09:30 AM,NAC309,40
FIN435.2,Hmu,ST 09:40 AM - 11:10 AM,NAC307,40
FIN435.3,MAR3,ST 02:40 PM - 04:10 PM,NAC507,40
FIN435.4,MAR3,ST 11:20 AM - 12:50 PM,NAC510,40
FIN435.5,MdM,MW 02:40 PM - 04:10 PM,NAC617,40
FIN435.6,MNl1,MW 11:20 AM - 12:50 PM,NAC510,40
FIN440.1,Asy,MW 11:20 AM - 12:50 PM,NAC410,40
FIN440.2,HAS,MW 04:20 PM - 05:50 PM,NAC410,40
FIN440.3,MRE,RA 01:00 PM - 02:30 PM,NAC411,40
FIN440.4,MzF,MW 08:00 AM - 09:30 AM,NAC507,40
FIN440.5,MzF,MW 09:40 AM - 11:10 AM,NAC410,40
FIN440.6,Sys,ST 09:40 AM - 11:10 AM,NAC508,40
FIN440.7,Sys,ST 01:00 PM - 02:30 PM,NAC508,40
FIN440.8,Tks,ST 09:40 AM - 11:10 AM,NAC510,40
FIN444.1,Ahm,ST 11:20 AM - 12:50 PM,NAC206,40
FIN444.2,MzF,ST 08:00 AM - 09:30 AM,NAC411,40
FIN444.3,TNK,MW 02:40 PM - 04:10 PM,NAC602,40
FIN444.4,TNK,MW 04:20 PM - 05:50 PM,NAC411,40
FIN444.5,MBSr,RA 09:40 AM - 11:10 AM,NAC309,40
FIN444.6,SmG,RA 08:00 AM - 09:30 AM,NAC411,40
FIN455.1,MzF,ST 11:20 AM - 12:50 PM,NAC410,40
FIN455.2,HAS,MW 02:40 PM - 04:10 PM,NAC307,40
FIN464.1,Ahm,ST 01:00 PM - 02:30 PM,NAC206,40
FIN464.2,MdM,ST 09:40 AM - 11:10 AM,NAC603,40
FIN464.3,TsA,MW 08:00 AM - 09:30 AM,NAC620,40
FIN464.4,MBSr,RA 08:00 AM - 09:30 AM,NAC309,40
FIN464.5,MhMR,RA 11:20 AM - 12:50 PM,NAC310,40
FIN470.1,Rma,MW 02:40 PM - 04:10 PM,NAC310,40
FIN480.1,MAR3,MW 01:00 PM - 02:30 PM,NAC620,40
FIN635.1,MdR,R 07:00 PM - 10:10 PM,NAC619A,40
FIN637.1,MAR3,M 07:00 PM - 10:10 PM,NAC602,40
FIN639.1,SHNM,W 07:00 PM - 10:10 PM,NAC620,40
FIN642.1,Rma,F 09:00 AM - 12:30 PM,NAC619A,40
FIN642.2,HMM,S 07:00 PM - 10:10 PM,NAC619A,40
FIN643.1,SHNM,A 07:00 PM - 10:10 PM,NAC621,40
FIN644.1,PKB,R 07:00 PM - 10:10 PM,NAC620,40
FIN645.1,TNK,S 07:00 PM - 10:10 PM,NAC603,40
FIN647.1,Rma,A 07:00 PM - 10:10 PM,NAC619A,40
FIN650.1,Aay,A 07:00 PM - 10:10 PM,NAC515,40
HAS501.1,ZRS,A 11:20 AM - 02:30 PM,SAC207,40
HAS505.1,MGRN,R 04:20 PM - 07:20 PM,NAC209,40
HAS509.1,TBA,R 11:20 AM - 02:30 PM,SAC207,40
HAS514.1,TBA,A 04:20 PM - 07:20 PM,NAC209,40
HIS101.1,ZrS,ST 11:20 AM - 12:50 PM,NAC1078,40
HIS101.2,ZrS,ST 02:40 PM - 04:10 PM,NAC406,40
HIS101.3,ZrS,MW 11:20 AM - 12:50 PM,NAC406,40
HIS101.4,ZrS,MW 02:40 PM - 04:10 PM,NAC1078,40
HIS101.5,SLn,ST 09:40 AM - 11:10 AM,NAC406,40
HIS101.6,SLn,ST 01:00 PM - 02:30 PM,NAC1080,40
HIS101.7,SLn,MW 09:40 AM - 11:10 AM,NAC406,40
