course_code_section,faculty_name,schedule,room,available_seats
HIS101.8,SLn,MW 01:00 PM - 02:30 PM,NAC406,40
HIS101.9,Asz,MW 08:00 AM - 09:30 AM,NAC1080,40
HIS101.10,Asz,MW 11:20 AM - 12:50 PM,NAC603,40
HIS101.11,MdI1,MW 01:00 PM - 02:30 PM,NAC407,40
HIS101.12,MdI1,MW 04:20 PM - 05:50 PM,NAC407,40
HIS101.13,MbK1,MW 11:20 AM - 12:50 PM,NAC407,40
HIS101.14,MbK1,MW 02:40 PM - 04:10 PM,NAC407,40
HIS101.15,Mzd,RA 01:00 PM - 02:30 PM,NAC215,40
HIS101.16,Mzd,RA 04:20 PM - 05:50 PM,NAC215,40
HIS101.17,ABP1,ST 04:20 PM - 05:50 PM,NAC1080,40
HIS102.1,AFRn,ST 09:40 AM - 11:10 AM,NAC215,40
HIS102.2,AFRn,ST 02:40 PM - 04:10 PM,NAC621,40
HIS102.3,AFRn,MW 09:40 AM - 11:10 AM,NAC1078,40
HIS102.4,TBA,MW 11:20 AM - 12:50 PM,NAC215,40
HIS102.5,TBA,MW 02:40 PM - 04:10 PM,NAC215,40
HIS102.6,AHB,MW 01:00 PM - 02:30 PM,NAC621,40
HIS102.7,AHB,MW 04:20 PM - 05:50 PM,NAC621,40
HIS102.8,AbS3,RA 04:20 PM - 05:50 PM,NAC1080,40
HIS102.9,TBA,MW 09:40 AM - 11:10 AM,NAC621,40
HIS102.10,TBA,MW 02:40 PM - 04:10 PM,NAC603,40
HIS102.11,RHU,MW 01:00 PM - 02:30 PM,NAC603,40
HIS102.12,RHU,MW 04:20 PM - 05:50 PM,NAC406,40
HIS103.1,MBU,ST 11:20 AM - 12:50 PM,NAC1080,40
HIS103.2,SaMS,ST 02:40 PM - 04:10 PM,NAC215,40
HIS103.3,SaMS,MW 01:00 PM - 02:30 PM,NAC1080,40
HIS103.4,AFBS,MW 11:20 AM - 12:50 PM,NAC1080,40
HIS103.5,AFBS,MW 02:40 PM - 04:10 PM,NAC406,40
HIS103.6,AFRn,MW 01:00 PM - 02:30 PM,NAC1078,40
HIS103.7,MbK1,ST 11:20 AM - 12:50 PM,NAC407,40
HIS103.8,MbK1,ST 02:40 PM - 04:10 PM,NAC407,40
HIS103.9,TBA,RA 11:20 AM - 12:50 PM,NAC406,40
HIS103.10,TBA,RA 02:40 PM - 04:10 PM,NAC216,40
HIS103.11,MGRn,RA 08:00 AM - 09:30 AM,NAC215,40
HIS103.12,MGRn,RA 11:20 AM - 12:50 PM,NAC1078,40
HIS103.13,TRh,RA 01:00 PM - 02:30 PM,NAC407,40
HIS103.14,TRh,RA 04:20 PM - 05:50 PM,NAC1078,40
HIS103.15,HyK1,RA 11:20 AM - 12:50 PM,NAC601,40
HIS103.16,SAR3,RA 08:00 AM - 09:30 AM,NAC1080,40
HIS103.17,SAR3,RA 09:40 AM - 11:10 AM,NAC1080,40
HIS103.18,MSIa,MW 08:00 AM - 09:30 AM,NAC407,40
HIS103.19,MSIa,MW 09:40 AM - 11:10 AM,NAC619,40
HIS103.20,SWH1,RA 08:00 AM - 09:30 AM,NAC407,40
HIS103.21,SWH1,RA 11:20 AM - 12:50 PM,NAC1080,40
HIS103.24,SaMS,ST 09:40 AM - 11:10 AM,NAC1080,40
HIS203.1,HyK1,RA 08:00 AM - 09:30 AM,NAC601,40
HIS205.1,AbS3,RA 01:00 PM - 02:30 PM,NAC1080,40
HRM340.1,SYI,MW 09:40 AM - 11:10 AM,NAC205,40
HRM340.2,Sqt,MW 09:40 AM - 11:10 AM,NAC308,40
HRM340.3,FsZ,MW 01:00 PM - 02:30 PM,NAC306,40
HRM340.4,HMM1,MW 02:40 PM - 04:10 PM,NAC305,40
HRM360.1,Sqt,ST 11:20 AM - 12:50 PM,NAC404,40
HRM360.2,QTI,ST 02:40 PM - 04:10 PM,NAC308,40
HRM360.3,ALm,ST 02:40 PM - 04:10 PM,NAC501,40
HRM370.1,KMS2,ST 04:20 PM - 05:50 PM,NAC601,40
HRM370.2,FsZ,MW 02:40 PM - 04:10 PM,NAC306,40
HRM370.3,TuA,MW 02:40 PM - 04:10 PM,NAC210,40
HRM380.1,TuA,MW 09:40 AM - 11:10 AM,NAC602,40
HRM380.2,UHM,MW 02:40 PM - 04:10 PM,NAC204,40
HRM380.3,TuA,MW 11:20 AM - 12:50 PM,NAC210,40
HRM450.1,MLi,MW 01:00 PM - 02:30 PM,NAC305,40
HRM450.2,MFC,MW 01:00 PM - 02:30 PM,NAC602,40
HRM470.1,Sqt,ST 01:00 PM - 02:30 PM,NAC601,40
HRM470.2,Sqt,MW 01:00 PM - 02:30 PM,NAC308,40
HRM602.1,KdA,A 03:00 PM - 06:30 PM,NAC992,40
HRM603.1,KsM,W 07:00 PM - 10:10 PM,NAC601,40
HRM604.1,Alm,T 07:00 PM - 10:10 PM,NAC991,40
HRM610.1,MFC,R 07:00 PM - 10:10 PM,NAC601,40
HRM631.1,KsM,M 07:00 PM - 10:10 PM,NAC601,40
HRM660.1,MFC,W 07:00 PM - 10:10 PM,NAC515,40
INB350.1,AsMm,MW 11:20 AM - 12:50 PM,NAC503,40
INB372.1,TFZ,ST 08:00 AM - 09:30 AM,NAC619A,40
INB372.2,SaRn,ST 09:40 AM - 11:10 AM,NAC503,40
INB372.3,Fzy,ST 09:40 AM - 11:10 AM,NAC511,40
INB372.4,AFMo,ST 11:20 AM - 12:50 PM,NAC209,40
INB372.5,TFZ,ST 11:20 AM - 12:50 PM,NAC503,40
INB372.6,SAW,ST 11:20 AM - 12:50 PM,NAC621,40
INB372.7,Fzy,ST 01:00 PM - 02:30 PM,NAC503,40
INB372.8,SSA1,ST 02:40 PM - 04:10 PM,NAC1077,40
INB372.9,AFMO,ST 02:40 PM - 04:10 PM,NAC414,40
INB372.10,SAW,ST 02:40 PM - 04:10 PM,NAC619,40
INB372.11,MHZ,ST 04:20 PM - 05:50 PM,NAC414,40
INB372.12,MeSK,ST 04:20 PM - 05:50 PM,NAC216,40
INB372.13,TFZ,MW 08:00 AM - 09:30 AM,NAC503,40
INB372.14,Fzy,MW 09:40 AM - 11:10 AM,NAC209,40
INB372.15,Fzy,MW 01:00 PM - 02:30 PM,NAC619A,40
INB372.16,SSA1,MW 04:20 PM - 05:50 PM,NAC414,40
INB372.17,SAW,RA 02:40 PM - 04:10 PM,NAC414,40
INB372.18,SaRn,RA 09:40 AM - 11:10 AM,NAC506,40
INB372.19,MHZ,RA 04:20 PM - 05:50 PM,NAC506,40
INB372.20,FHZ,RA 11:20 AM - 12:50 PM,NAC621,40
INB372.21,SAW,RA 01:00 PM - 02:30 PM,NAC414,40
INB400.1,MeI,MW 02:40 PM - 04:10 PM,NAC506,40
INB410.1,RRR,ST 08:00 AM - 09:30 AM,NAC209,40
INB480.1,AsMm,MW 01:00 PM - 02:30 PM,NAC503,40
INB490.1,MHZ,ST 02:40 PM - 04:10 PM,NAC511,40
INB490.2,MHZ,RA 01:00 PM - 02:30 PM,NAC619A,40
LAW101.1,KTRS,ST 04:20 PM - 05:50 PM,NAC405,40
LAW101.2,SQB,MW 09:40 AM - 11:10 AM,NAC618,40
LAW101.3,SQB,MW 01:00 PM - 02:30 PM,NAC405,40
LAW101.4,TAS,ST 01:00 PM - 02:30 PM,NAC203,40
LAW101.5,TAS,ST 04:20 PM - 05:50 PM,NAC618,40
LAW200.1,SQB,ST 09:40 AM - 11:10 AM,NAC405,40
LAW200.2,SQB,MW 08:00 AM - 09:30 AM,NAC618,40
LAW200.3,TAS,MW 02:40 PM - 04:10 PM,NAC203,40
LAW200.4,AMSN,ST 09:40 AM - 11:10 AM,NAC203,40
LAW200.5,AMSN,MW 11:20 AM - 12:50 PM,NAC202,40
LAW200.6,AMSN,MW 02:40 PM - 04:10 PM,NAC405,40
LAW200.7,AMSN,MW 09:40 AM - 11:10 AM,NAC405,40
LAW200.8,KTRS,MW 04:20 PM - 05:50 PM,NAC405,40
LAW200.9,IBD,RA 01:00 PM - 02:30 PM,NAC405,40
LAW200.10,TTR,MW 09:40 AM - 11:10 AM,NAC203,40
LAW200.11,TBA,MW 01:00 PM - 02:30 PM,NAC202,40
LAW200.12,TBA,RA 11:20 AM - 12:50 PM,NAC617,40
LAW200.13,TBA,RA 02:40 PM - 04:10 PM,NAC202,40
LAW200.15,TIR,RA 06:00 PM - 07:30 PM,NAC405,40
LBA104.1,MHn,ST 02:40 PM - 04:10 PM,NAC313,40
LBA104.2,MNK,ST 09:40 AM - 11:10 AM,NAC991,40
MAT116.1,Mde,RA 11:20 AM - 12:50 PM,NAC207,40
MAT116.2,Mde,RA 01:00 PM - 02:30 PM,NAC207,40
MAT116.5,FUA,MW 04:20 PM - 05:50 PM,NAC413,40
MAT116.7,MALN,MW 11:20 AM - 12:50 PM,NAC207,40
MAT116.8,MALn,MW 01:00 PM - 02:30 PM,NAC207,40
MAT116.9,MRM2,RA 01:00 PM - 02:30 PM,NAC307,40
MAT116.10,MRM2,RA 02:40 PM - 04:10 PM,NAC307,40
MAT116.12,REK,ST 08:00 AM - 09:30 AM,SAC208,40
MAT116.13,ATA,MW 11:20 AM - 12:50 PM,NAC208,40
MAT116.14,ATA,MW 02:40 PM - 04:10 PM,NAC409,40
MAT116.15,AuR,RA 08:00 AM - 09:30 AM,SAC211,40
MAT116.16,AuR,RA 09:40 AM - 11:10 AM,SAC211,40
MAT116.18,MTK,ST 01:00 PM - 02:30 PM,SAC203,40
MAT116.19,MTK,ST 04:20 PM - 05:50 PM,NAC208,40
MAT120.1,KKAr,MW 01:00 PM - 02:30 PM,NAC992,40
MAT120.2,KKAr,MW 04:20 PM - 05:50 PM,NAC208,40
MAT120.3,Sdt,ST 01:00 PM - 02:30 PM,NAC505,40
MAT120.4,MMHn,RA 02:40 PM - 04:10 PM,NAC505,40
MAT120.5,MMHn,RA 04:20 PM - 05:50 PM,NAC208,40
MAT120.6,MRHn,RA 11:20 AM - 12:50 PM,NAC208,40
MAT120.7,MRHn,RA 01:00 PM - 02:30 PM,NAC208,40
MAT120.10,AKAd,ST 11:20 AM - 12:50 PM,NAC208,40
MAT120.11,AKAd,ST 02:40 PM - 04:10 PM,NAC208,40
MAT120.12,MTM,ST 08:00 AM - 09:30 AM,SAC315,40
MAT120.13,MTM,ST 09:40 AM - 11:10 AM,SAC315,40
MAT120.14,ChH,RA 08:00 AM - 09:30 AM,NAC508,40
MAT120.15,ChH,RA 09:40 AM - 11:10 AM,NAC508,40
MAT120.18,NSr,MW 04:20 PM - 05:50 PM,NAC508,40
MAT120.19,NSr,MW 06:00 PM - 07:30 PM,NAC208,40
MAT120.20,LIZN,ST 02:40 PM - 04:10 PM,SAC306,0
MAT120.21,LIZN,MW 09:40 AM - 11:10 AM,SAC306,0
MAT125.1,UMM,ST 02:40 PM - 04:10 PM,SAC211,40
MAT125.2,OMG,RA 11:20 AM - 12:50 PM,SAC203,40
MAT125.3,OMG,RA 01:00 PM - 02:30 PM,NAC409,40
MAT125.4,MS1,ST 08:00 AM - 09:30 AM,NAC207,40
MAT125.5,MS1,ST 09:40 AM - 11:10 AM,NAC207,40
MAT125.6,MFU,RA 02:40 PM - 04:10 PM,SAC211,40
MAT125.7,MFU,RA 06:00 PM - 07:30 PM,SAC211,40
MAT125.8,LSA,RA 08:00 AM - 09:30 AM,SAC312,40
MAT125.9,TAa1,RA 02:40 PM - 04:10 PM,SAC203,40
MAT125.10,TAa1,RA 04:20 PM - 05:50 PM,SAC203,40
MAT125.11,Fdw,RA 04:20 PM - 05:50 PM,SAC315,40
MAT125.12,Fdw,RA 06:00 PM - 07:30 PM,NAC208,40
MAT125.13,AHBn,MW 02:40 PM - 04:10 PM,NAC505,40
MAT125.14,AHBn,MW 04:20 PM - 05:50 PM,NAC505,40
MAT125.15,ZHn,ST 09:40 AM - 11:10 AM,NAC507,40
MAT125.16,ZHn,ST 11:20 AM - 12:50 PM,NAC507,40
MAT125.17,MSHs,ST 01:00 PM - 02:30 PM,NAC409,40
MAT125.18,MSHs,ST 02:40 PM - 04:10 PM,NAC207,40
MAT125.19,MSHs,ST 09:40 AM - 11:10 AM,SAC208,40
MAT125.20,MAHn,ST 01:00 PM - 02:30 PM,NAC208,40
MAT130.1,MHK3,RA 09:40 AM - 11:10 AM,NAC617,40
MAT130.2,BBn,RA 01:00 PM - 02:30 PM,SAC208,40
MAT130.3,Bbn,RA 02:40 PM - 04:10 PM,NAC208,40
MAT130.4,FUA,MW 06:00 PM - 07:30 PM,SAC211,40
MAT130.5,MS1,MW 08:00 AM - 09:30 AM,NAC208,40
MAT130.6,MS1,MW 09:40 AM - 11:10 AM,NAC208,40
MAT130.7,MSHs,MW 01:00 PM - 02:30 PM,NAC409,40
MAT130.8,MSHs,MW 02:40 PM - 04:10 PM,NAC207,40
MAT130.9,AKAd,MW 11:20 AM - 12:50 PM,SAC203,40
MAT130.10,AKAd,MW 02:40 PM - 04:10 PM,SAC208,40
MAT130.11,MTM,MW 08:00 AM - 09:30 AM,SAC203,40
MAT130.12,MTM,MW 09:40 AM - 11:10 AM,SAC203,40
MAT130.13,THr,RA 11:20 AM - 12:50 PM,NAC505,40
MAT130.14,THr,RA 01:00 PM - 02:30 PM,NAC505,40
MAT130.15,HAr,ST 04:20 PM - 05:50 PM,SAC208,40
MAT130.16,SBW,RA 02:40 PM - 04:10 PM,NAC409,40
MAT130.17,SBW,RA 04:20 PM - 05:50 PM,NAC409,40
MAT250.1,AmK,RA 09:40 AM - 11:10 AM,NAC413,40
MAT250.2,MAS,MW 01:00 PM - 02:30 PM,SAC203,40
MAT250.3,Fdw,RA 11:20 AM - 12:50 PM,SAC315,40
MAT250.4,MLA,MW 04:20 PM - 05:50 PM,SAC315,40
MAT250.5,UMM,ST 04:20 PM - 05:50 PM,SAC211,40
MAT250.6,UMM,MW 02:40 PM - 04:10 PM,SAC203,40
MAT250.7,PNG,ST 09:40 AM - 11:10 AM,SAC203,40
MAT250.8,PNG,ST 11:20 AM - 12:50 PM,SAC203,40
MAT250.9,HAr,MW 11:20 AM - 12:50 PM,SAC208,40
MAT250.10,MFU,RA 01:00 PM - 02:30 PM,SAC211,40
MAT250.11,ZHn,MW 09:40 AM - 11:10 AM,NAC505,40
MAT250.12,ZHn,MW 11:20 AM - 12:50 PM,NAC505,40
MAT250.13,LSA,RA 09:40 AM - 11:10 AM,SAC312,40
MAT250.17,MHK3,RA 11:20 AM - 12:50 PM,SAC208,40
MAT350.1,AmK,RA 11:20 AM - 12:50 PM,NAC508,40
MAT350.2,MAS,MW 04:20 PM - 05:50 PM,NAC207,40
MAT350.3,UMM,MW 04:20 PM - 05:50 PM,SAC203,40
MAT350.4,MTH,ST 09:40 AM - 11:10 AM,SAC211,40
MAT350.5,MTH,ST 11:20 AM - 12:50 PM,SAC211,40
MAT350.6,MTH,MW 09:40 AM - 11:10 AM,SAC208,40
MAT350.7,HAr,ST 09:40 AM - 11:10 AM,NAC505,40
MAT350.8,HAr,ST 11:20 AM - 12:50 PM,NAC505,40
MAT350.9,HAr,MW 09:40 AM - 11:10 AM,SAC315,40
MAT350.10,PNG,MW 09:40 AM - 11:10 AM,SAC211,40
MAT350.11,PNG,MW 11:20 AM - 12:50 PM,SAC211,40
MAT350.12,ATA,ST 11:20 AM - 12:50 PM,NAC409,40
MAT350.13,ATA,ST 02:40 PM - 04:10 PM,NAC409,40
MAT361.1,MLM,RA 09:40 AM - 11:10 AM,NAC409,40
MAT361.2,MLM,RA 11:20 AM - 12:50 PM,NAC409,40
MAT361.3,AdS1,RA 01:00 PM - 02:30 PM,SAC315,40
MAT361.4,MALn,ST 11:20 AM - 12:50 PM,NAC207,40
MAT361.5,MALn,ST 01:00 PM - 02:30 PM,NAC207,40
MAT361.6,MALn,ST 04:20 PM - 05:50 PM,NAC207,40
MAT361.7,AdS1,RA 02:40 PM - 04:10 PM,SAC315,40
MAT361.8,ISR,ST 02:40 PM - 04:10 PM,NAC505,40
MAT361.9,ISR,ST 04:20 PM - 05:50 PM,NAC505,40
MAT361.10,MdRK,MW 01:00 PM - 02:30 PM,SAC208,40
MAT361.11,MdRK,MW 04:20 PM - 05:50 PM,SAC208,40
MAT361.12,MMRh,RA 09:40 AM - 11:10 AM,NAC505,40
MCJ101.1,SPL,ST 04:20 PM - 05:50 PM,NAC315,40
MCJ101.2,SPL,RA 11:20 AM - 12:50 PM,NAC603,40
MCJ102.1,HFI,ST 09:40 AM - 11:10 AM,NAC602,40
MCJ103.1,SRUA,ST 11:20 AM - 12:50 PM,NAC602,40
MCJ104.1,NAFIS,MW 09:40 AM - 11:10 AM,NAC603,40
MCJ201.1,SPL,ST 01:00 PM - 02:30 PM,NAC602,40
MCJ203.1,NNI,RA 11:20 AM - 12:50 PM,NAC517,40
MCJ203.2,NNI,RA 01:00 PM - 02:30 PM,NAC603,40
MCJ205.1,ZTZ,MW 01:00 PM - 02:30 PM,NAC304,40
MCJ303.1,MHR3,ST 02:40 PM - 04:10 PM,NAC603,40
MCJ304.1,SRUA,MW 11:20 AM - 12:50 PM,NAC304,40
MCJ305.1,MKAR,RA 09:40 AM - 11:10 AM,NAC602,40
MGT212.1,AMTr,ST 08:00 AM - 09:30 AM,NAC205,40
MGT212.2,TYA,ST 08:00 AM - 09:30 AM,NAC308,40
MGT212.3,JnA,ST 09:40 AM - 11:10 AM,NAC601,40
MGT212.4,JnA,ST 11:20 AM - 12:50 PM,NAC502,40
MGT212.5,MAO,ST 01:00 PM - 02:30 PM,NAC305,40
MGT212.6,SRS2,ST 01:00 PM - 02:30 PM,NAC308,40
MGT212.7,HMM1,ST 02:40 PM - 04:10 PM,NAC504,40
MGT212.8,JnA,ST 02:40 PM - 04:10 PM,NAC601,40
MGT212.9,SRS2,ST 04:20 PM - 05:50 PM,NAC504,40
MGT212.10,TYA,MW 08:00 AM - 09:30 AM,NAC502,40
MGT212.11,SYI,MW 08:00 AM - 09:30 AM,NAC504,40
MGT212.12,TYA,MW 09:40 AM - 11:10 AM,NAC204,40
MGT212.13,QTI,MW 09:40 AM - 11:10 AM,NAC306,40
MGT212.14,MLi,MW 09:40 AM - 11:10 AM,NAC504,40
MGT212.15,RSj,MW 11:20 AM - 12:50 PM,NAC305,40
MGT212.16,SYI,MW 11:20 AM - 12:50 PM,NAC306,40
MGT212.17,SSH2,MW 11:20 AM - 12:50 PM,NAC502,40
MGT212.18,QTI,MW 11:20 AM - 12:50 PM,NAC504,40
MGT212.19,ShH,MW 01:00 PM - 02:30 PM,NAC404,40
MGT212.20,SSH2,MW 01:00 PM - 02:30 PM,NAC502,40
MGT212.21,TBA,MW 01:00 PM - 02:30 PM,NAC504,40
MGT212.22,TBA,MW 02:40 PM - 04:10 PM,NAC404,40
MGT212.23,ShL,RA 11:20 AM - 12:50 PM,NAC502,40
MGT212.24,MAO,ST 09:40 AM - 11:10 AM,NAC210,40
MGT212.25,SAI2,MW 01:00 PM - 02:30 PM,NAC604,40
MGT212.26,SAI2,MW 04:20 PM - 05:50 PM,NAC604,40
MGT314.1,JAH,ST 08:00 AM - 09:30 AM,NAC501,40
MGT314.2,ZTM,ST 02:40 PM - 04:10 PM,NAC306,40
MGT314.3,Mof,MW 02:40 PM - 04:10 PM,NAC205,40
MGT314.4,TBA,MW 02:40 PM - 04:10 PM,NAC308,40
MGT314.5,TBA,MW 04:20 PM - 05:50 PM,NAC404,40
MGT314.6,FAS,MW 04:20 PM - 05:50 PM,NAC602,40
MGT314.7,Mof,MW 04:20 PM - 05:50 PM,NAC210,40
MGT314.8,MHCw,MW 02:40 PM - 04:10 PM,NAC512,44
MGT321.1,UTH,MW 01:00 PM - 02:30 PM,NAC205,40
MGT330.1,ShL,RA 09:40 AM - 11:10 AM,NAC204,40
MGT351.1,SYI,ST 08:00 AM - 09:30 AM,NAC404,40
MGT351.2,SYI,ST 09:40 AM - 11:10 AM,NAC305,40
MGT351.3,TuA,ST 09:40 AM - 11:10 AM,NAC308,40
MGT351.4,FsZ,ST 11:20 AM - 12:50 PM,NAC205,40
MGT351.5,SYI,ST 11:20 AM - 12:50 PM,NAC305,40
MGT351.6,ShH,ST 11:20 AM - 12:50 PM,NAC504,40
MGT351.7,FsZ,ST 01:00 PM - 02:30 PM,NAC306,40
MGT351.8,MLi,ST 01:00 PM - 02:30 PM,NAC404,40
MGT351.9,ShH,ST 01:00 PM - 02:30 PM,NAC504,40
MGT351.10,MLi,ST 02:40 PM - 04:10 PM,NAC404,40
MGT351.11,ALm,ST 04:20 PM - 05:50 PM,NAC501,40
MGT351.12,ShH,MW 11:20 AM - 12:50 PM,NAC501,40
MGT351.13,MLi,MW 02:40 PM - 04:10 PM,NAC501,40
MGT351.14,HMM1,MW 04:20 PM - 05:50 PM,NAC502,40
MGT351.15,MSIF,RA 04:20 PM - 05:50 PM,NAC204,40
MGT351.16,TuA,ST 08:00 AM - 09:30 AM,NAC306,40
MGT360.1,MHCw,MW 01:00 PM - 02:30 PM,NAC311,80
MGT368.1,SSH2,ST 08:00 AM - 09:30 AM,NAC601,40
MGT368.2,SSh2,ST 11:20 AM - 12:50 PM,NAC501,40
MGT368.3,SAI2,ST 01:00 PM - 02:30 PM,NAC205,40
MGT368.4,AMTr,MW 08:00 AM - 09:30 AM,NAC306,40
MGT368.5,SMm4,MW 08:00 AM - 09:30 AM,NAC308,40
MGT368.6,ShL,MW 09:40 AM - 11:10 AM,NAC501,40
MGT368.7,SRS2,MW 11:20 AM - 12:50 PM,NAC308,40
MGT368.8,MAO,MW 11:20 AM - 12:50 PM,NAC404,40
MGT368.9,SRS2,MW 01:00 PM - 02:30 PM,NAC204,40
MGT368.10,AMTr,MW 04:20 PM - 05:50 PM,NAC305,40
MGT368.11,LkK,MW 04:20 PM - 05:50 PM,NAC306,40
MGT368.12,LkK,MW 06:00 PM - 07:30 PM,NAC404,40
MGT368.13,SAI2,ST 04:20 PM - 05:50 PM,NAC210,40
MGT368.14,MAO,MW 09:40 AM - 11:10 AM,NAC210,40
MGT410.1,UTH,MW 11:20 AM - 12:50 PM,NAC204,40
MGT460.1,ZIA,ST 11:20 AM - 12:50 PM,NAC513,44
MGT489.1,SMm4,ST 08:00 AM - 09:30 AM,NAC305,40
MGT489.2,QTI,ST 09:40 AM - 11:10 AM,NAC306,40
MGT489.3,ZMU,ST 09:40 AM - 11:10 AM,NAC501,40
MGT489.4,ZMU,ST 11:20 AM - 12:50 PM,NAC306,40
MGT489.5,SRS2,ST 11:20 AM - 12:50 PM,NAC308,40
MGT489.6,QTI,ST 01:00 PM - 02:30 PM,NAC501,40
MGT489.7,SSH2,MW 08:00 AM - 09:30 AM,NAC603,40
MGT489.8,BHj,MW 09:40 AM - 11:10 AM,NAC305,40
MGT489.9,JnA,MW 09:40 AM - 11:10 AM,NAC502,40
MGT489.10,ShL,MW 11:20 AM - 12:50 PM,NAC602,40
MGT489.11,ZKj,RA 09:40 AM - 11:10 AM,NAC502,40
MGT490.1,ZIA,ST 09:40 AM - 11:10 AM,NAC513,44
MGT610.1,Hsi,A 07:00 PM - 10:10 PM,NAC603,40
MGT656.1,TBA,F 07:00 PM - 10:10 PM,NAC620,40
MGT680/SCM601.1,TBA,R 07:00 PM - 10:10 PM,NAC508,40
MIC201.1,SKK,MW 09:40 AM - 11:10 AM,SAC406,40
MIC201.2,SKK,MW 11:20 AM - 12:50 PM,SAC406,40
MIC201.3,FHO,MW 02:40 PM - 04:10 PM,NAC993,40
MIC201.4,ATP,ST 01:00 PM - 02:30 PM,SAC402,40
MIC202.2,NBB,MW 11:20 AM - 12:50 PM,SAC405,40
MIC202.3,SBI,MW 11:20 AM - 12:50 PM,SAC802,40
MIC202.6,NBB,MW 02:40 PM - 04:10 PM,SAC405,40
MIC203.1,KSP,ST 04:20 PM - 05:50 PM,SAC403,40
MIC203.2,KFR,MW 08:00 AM - 09:30 AM,SAC401,40
MIC203.3,KFR,MW 02:40 PM - 04:10 PM,SAC316,40
MIC203.4,MSIM,RA 08:00 AM - 09:30 AM,SAC401,40
MIC206.1,FSS1,ST 02:40 PM - 04:10 PM,SAC403,40
MIC206.2,FSS1,MW 11:20 AM - 12:50 PM,SAC316,40
MIC207.1,MBRH,MW 08:00 AM - 09:30 AM,SAC402,40
MIC207.2,MBRH,MW 01:00 PM - 02:30 PM,SAC316,40
MIC307.1,JSJ,ST 09:40 AM - 11:10 AM,SAC403,40
MIC307.2,KMRH,ST 01:00 PM - 02:30 PM,SAC407,40
MIC307.3,KMRH,ST 04:20 PM - 05:50 PM,SAC407,40
MIC307.4,MZAR,RA 09:40 AM - 11:10 AM,NAC301,40
MIC309.1,ATP,ST 02:40 PM - 04:10 PM,SAC401,40
MIC309.2,ATP,MW 01:00 PM - 02:30 PM,SAC401,40
MIC309.3,ATP,MW 02:40 PM - 04:10 PM,SAC401,40
MIC309.4,MSIM,RA 01:00 PM - 02:30 PM,SAC201,40
MIC314.1,SRS1,MW 11:20 AM - 12:50 PM,SAC407,40
MIC314.2,MBRH,RA 08:00 AM - 09:30 AM,SAC403,40
MIC314.3,MBRH,RA 09:40 AM - 11:10 AM,SAC403,40
MIC314.4,MBRH,RA 01:00 PM - 02:30 PM,SAC403,40
MIC314.5,KFR,ST 08:00 AM - 09:30 AM,SAC407,40
MIC315.1,NBB,ST 11:20 AM - 12:50 PM,SAC405,40
MIC315.2,NBB,ST 01:00 PM - 02:30 PM,SAC405,40
MIC315.3,SBI,ST 11:20 AM - 12:50 PM,SAC401,40
MIC315L.1,NBB,S 02:40 PM - 05:40 PM,SAC413,20
MIC315L.2,NBB,S 02:40 PM - 05:40 PM,SAC413_V,20
MIC315L.3,NBB,T 02:40 PM - 05:40 PM,SAC413,20
MIC315L.4,FHO,W 08:00 AM - 11:00 AM,SAC413,20
MIC315L.5,FHO,W 08:00 AM - 11:00 AM,SAC413_V,20
MIC315L.6,ABE,R 08:00 AM - 11:00 AM,SAC413_V,20
MIC315L.7,ABE,R 11:20 AM - 02:20 PM,SAC413_V,20
MIC316.1,JSJ,MW 09:40 AM - 11:10 AM,SAC403,40
MIC316.2,FHO,MW 01:00 PM - 02:30 PM,SAC405,40
MIC316.3,KMRH,MW 01:00 PM - 02:30 PM,SAC407,40
MIC316.4,KMRH,MW 04:20 PM - 05:50 PM,SAC407,40
MIC316L.1,SBI,S 08:00 AM - 11:00 AM,SAC412,20
MIC316L.2,SBI,W 08:00 AM - 11:00 AM,SAC412,20
MIC317.1,FDDN,ST 09:40 AM - 11:10 AM,SAC316,40
MIC317.2,FDDN,ST 11:20 AM - 12:50 PM,SAC316,40
MIC317.3,CQA,ST 04:20 PM - 05:50 PM,SAC405,40
MIC317L.1,FDDN,S 02:40 PM - 05:40 PM,SAC414,20
MIC317L.2,FDDN,M 02:40 PM - 05:40 PM,SAC414,20
MIC317L.3,FDDN,R 11:20 AM - 02:20 PM,SAC414,20
MIC318.1,KSP,ST 01:00 PM - 02:30 PM,SAC802,40
MIC318.2,MZAR,RA 08:00 AM - 09:30 AM,NAC301,40
MIC401.1,SBI,ST 01:00 PM - 02:30 PM,SAC401,40
MIC412.1,FDDN,MW 09:40 AM - 11:10 AM,SAC802,40
MIC412.2,FDDN,MW 11:20 AM - 12:50 PM,SAC401,40
MIC413.1,FSS1,MW 01:00 PM - 02:30 PM,SAC402,40
MIC413.2,SBI,MW 01:00 PM - 02:30 PM,SAC802,40
MIC413L.1,FSS1,T 11:20 AM - 02:20 PM,SAC413_V,20
MIC413L.4,MBRH,R 02:40 PM - 05:40 PM,SAC413_V,20
MIC414.1,MTO,ST 11:20 AM - 12:50 PM,SAC513,40
MIC414L.1,SRS1,A 08:00 AM - 11:00 AM,SAC413,20
MIC414L.2,SRS1,A 11:20 AM - 02:20 PM,SAC413,20
MIC414L.3,SRS1,A 02:40 PM - 05:40 PM,SAC413,20
